frame.number,frame.time_delta_displayed,ip.src,ip.dst,udp.srcport,udp.dstport,frame.len,dns.id,dns.flags.response,dns.flags.opcode,dns.qry.name,dns.qry.type,dns.a,dns.txt,dns.txt.length,dns.flags.rcode
"79","0.000984000","192.168.183.133","192.168.183.2","54643","53","277","0x00009e49","0","0","post.3cd27575db01e213de84e707a6f0dd12932495570469093bcc2e65d66.706439b984b97c3cff815290d5d23ca5f7063b5442034eff542b0bea.ef5c222ed2934c64dc4125b7187c402679514b6998c1929a42b4e86e.519fa3669.782f55f2.ns2.ssltestdomain.xyz","1",,,,
"80","0.051430000","192.168.183.2","192.168.183.133","53","54643","293","0x00009e49","1","0","post.3cd27575db01e213de84e707a6f0dd12932495570469093bcc2e65d66.706439b984b97c3cff815290d5d23ca5f7063b5442034eff542b0bea.ef5c222ed2934c64dc4125b7187c402679514b6998c1929a42b4e86e.519fa3669.782f55f2.ns2.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"81","0.000974000","192.168.183.133","192.168.183.2","60609","53","277","0x00000375","0","0","post.3e3bac983501a636096dad373a17f6a0407b2470f5eaef9be8757f9cd.f3f3543f9a1740f0760f189ee73342006f256884257165e6dc29b528.9349d522aec8eb1a822a333ef2bd249da802a8a5b8728fd4ce0dfb64.619fa3669.782f55f2.ns2.ssltestdomain.xyz","1",,,,
"82","0.085611000","192.168.183.2","192.168.183.133","53","60609","293","0x00000375","1","0","post.3e3bac983501a636096dad373a17f6a0407b2470f5eaef9be8757f9cd.f3f3543f9a1740f0760f189ee73342006f256884257165e6dc29b528.9349d522aec8eb1a822a333ef2bd249da802a8a5b8728fd4ce0dfb64.619fa3669.782f55f2.ns2.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"83","0.000938000","192.168.183.133","192.168.183.2","58989","53","188","0x00000334","0","0","post.27a153c7d53608585614f77cd314d40975fb0fab0.508a830da85b12045e1fe0013cff82726df4379c.719fa3669.782f55f2.ns2.ssltestdomain.xyz","1",,,,
"84","0.074868000","192.168.183.2","192.168.183.133","53","58989","204","0x00000334","1","0","post.27a153c7d53608585614f77cd314d40975fb0fab0.508a830da85b12045e1fe0013cff82726df4379c.719fa3669.782f55f2.ns2.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"85","10.013727000","192.168.183.133","192.168.183.2","57975","53","90","0x000076b3","0","0","782f55f2.ns1.ssltestdomain.xyz","1",,,,
"86","0.026440000","192.168.183.2","192.168.183.133","53","57975","106","0x000076b3","1","0","782f55f2.ns1.ssltestdomain.xyz","1","74.125.196.131",,,"0"
"87","0.000870000","192.168.183.133","192.168.183.2","54030","53","104","0x0000286d","0","0","api.02c591cc4.782f55f2.ns1.ssltestdomain.xyz","1",,,,
"88","1.008102000","192.168.183.133","192.168.183.2","54030","53","104","0x0000286d","0","0","api.02c591cc4.782f55f2.ns1.ssltestdomain.xyz","1",,,,
